descricao_produto_preco_minimo;id_produto;uf;regionalizacao;ano_inicio_vigencia;mes_incio_vigencia;ano_termino_vigencia;mes_termino_vigencia;preco;dsc_unidade_comercializacao;nome_normativo;url
LARANJA                                 ;4641;PB;PB             ;2022;07;2023;06;24.23;40,8 kg                                                     ;PORTARIA MAPA Nº 419, DE 30 DE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_419.pdf
LARANJA                                 ;4641;PB;PB             ;2023;07;2024;06;22.72;40,8 kg                                                     ;PORTARIA MDA Nº 4, DE 3 DE ABR;https://www.in.gov.br/web/dou/-/portaria-mda-n-4-de-3-de-abril-de-2023-474880140
LARANJA                                 ;4641;PB;PB             ;2024;07;2025;06;23.83;40,8 kg                                                     ;PORTARIA MAPA Nº 669, DE 1º DE;https://www.in.gov.br/web/dou/-/portaria-mapa-n-669-de-1-de-abril-de-2024-551526105
LARANJA                                 ;4641;PE;PE             ;2014;05;2015;03;11.45;40,8 kg                                                     ;PORTARIA Nº 201, DE 1º DE JULH;NI
LARANJA                                 ;4641;PE;PE             ;2015;07;2016;06;11.45;40,8 kg                                                     ;PORTARIA Nº 201, DE 1º DE JULH;NI
LARANJA                                 ;4641;PE;PE             ;2016;07;2017;06;12.28;40,8 kg                                                     ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
LARANJA                                 ;4641;PE;PE             ;2017;07;2018;06;12.28;40,8 kg                                                     ;PORTARIA Nº 826, DE 7 DE ABRIL;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_826.pdf
LARANJA                                 ;4641;PE;PE             ;2018;07;2019;06;13.2;40,8 kg                                                     ;PORTARIA Nº 438, DE 28 DE MARÇ;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_438.pdf
LARANJA                                 ;4641;PE;PE             ;2019;07;2020;06;15.95;40,8 kg                                                     ;PORTARIA Nº 31, DE 11 DE MARÇO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_31.pdf
LARANJA                                 ;4641;PE;PE             ;2020;07;2021;06;15.53;40,8 kg                                                     ;PORTARIA Nº 42, DE 6 DE FEVERE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_42.pdf
LARANJA                                 ;4641;PE;PE             ;2021;07;2022;06;17.76;40,8 kg                                                     ;PORTARIA MAPA Nº 47, DE 4 DE M;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_47.pdf
LARANJA                                 ;4641;PE;PE             ;2022;07;2023;06;24.23;40,8 kg                                                     ;PORTARIA MAPA Nº 419, DE 30 DE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_419.pdf
LARANJA                                 ;4641;PE;PE             ;2023;07;2024;06;22.72;40,8 kg                                                     ;PORTARIA MDA Nº 4, DE 3 DE ABR;https://www.in.gov.br/web/dou/-/portaria-mda-n-4-de-3-de-abril-de-2023-474880140
LARANJA                                 ;4641;PE;PE             ;2024;07;2025;06;23.83;40,8 kg                                                     ;PORTARIA MAPA Nº 669, DE 1º DE;https://www.in.gov.br/web/dou/-/portaria-mapa-n-669-de-1-de-abril-de-2024-551526105
LARANJA                                 ;4641;PI;PI             ;2014;05;2015;03;11.45;40,8 kg                                                     ;PORTARIA Nº 201, DE 1º DE JULH;NI
LARANJA                                 ;4641;PI;PI             ;2015;07;2016;06;11.45;40,8 kg                                                     ;PORTARIA Nº 201, DE 1º DE JULH;NI
LARANJA                                 ;4641;PI;PI             ;2016;07;2017;06;12.28;40,8 kg                                                     ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
LARANJA                                 ;4641;PI;PI             ;2017;07;2018;06;12.28;40,8 kg                                                     ;PORTARIA Nº 826, DE 7 DE ABRIL;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_826.pdf
LARANJA                                 ;4641;PI;PI             ;2018;07;2019;06;13.2;40,8 kg                                                     ;PORTARIA Nº 438, DE 28 DE MARÇ;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_438.pdf
LARANJA                                 ;4641;PI;PI             ;2019;07;2020;06;15.95;40,8 kg                                                     ;PORTARIA Nº 31, DE 11 DE MARÇO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_31.pdf
LARANJA                                 ;4641;PI;PI             ;2020;07;2021;06;15.53;40,8 kg                                                     ;PORTARIA Nº 42, DE 6 DE FEVERE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_42.pdf
LARANJA                                 ;4641;PI;PI             ;2021;07;2022;06;17.76;40,8 kg                                                     ;PORTARIA MAPA Nº 47, DE 4 DE M;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_47.pdf
LARANJA                                 ;4641;PI;PI             ;2022;07;2023;06;24.23;40,8 kg                                                     ;PORTARIA MAPA Nº 419, DE 30 DE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_419.pdf
LARANJA                                 ;4641;PI;PI             ;2023;07;2024;06;22.72;40,8 kg                                                     ;PORTARIA MDA Nº 4, DE 3 DE ABR;https://www.in.gov.br/web/dou/-/portaria-mda-n-4-de-3-de-abril-de-2023-474880140
LARANJA                                 ;4641;PI;PI             ;2024;07;2025;06;23.83;40,8 kg                                                     ;PORTARIA MAPA Nº 669, DE 1º DE;https://www.in.gov.br/web/dou/-/portaria-mapa-n-669-de-1-de-abril-de-2024-551526105
LARANJA                                 ;4641;PR;PR             ;2014;05;2015;03;11.45;40,8 kg                                                     ;PORTARIA Nº 201, DE 1º DE JULH;NI
LARANJA                                 ;4641;PR;PR             ;2015;07;2016;06;11.45;40,8 kg                                                     ;PORTARIA Nº 201, DE 1º DE JULH;NI
LARANJA                                 ;4641;PR;PR             ;2016;07;2017;06;12.28;40,8 kg                                                     ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
LARANJA                                 ;4641;PR;PR             ;2017;07;2018;06;12.28;40,8 kg                                                     ;PORTARIA Nº 826, DE 7 DE ABRIL;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_826.pdf
LARANJA                                 ;4641;PR;PR             ;2018;07;2019;06;13.2;40,8 kg                                                     ;PORTARIA Nº 438, DE 28 DE MARÇ;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_438.pdf
LARANJA                                 ;4641;PR;PR             ;2019;07;2020;06;15.95;40,8 kg                                                     ;PORTARIA Nº 31, DE 11 DE MARÇO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_31.pdf
LARANJA                                 ;4641;PR;PR             ;2020;07;2021;06;15.53;40,8 kg                                                     ;PORTARIA Nº 42, DE 6 DE FEVERE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_42.pdf
LARANJA                                 ;4641;PR;PR             ;2021;07;2022;06;17.76;40,8 kg                                                     ;PORTARIA MAPA Nº 47, DE 4 DE M;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_47.pdf
LARANJA                                 ;4641;PR;PR             ;2022;07;2023;06;24.23;40,8 kg                                                     ;PORTARIA MAPA Nº 419, DE 30 DE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_419.pdf
LARANJA                                 ;4641;PR;PR             ;2023;07;2024;06;22.72;40,8 kg                                                     ;PORTARIA MDA Nº 4, DE 3 DE ABR;https://www.in.gov.br/web/dou/-/portaria-mda-n-4-de-3-de-abril-de-2023-474880140
LARANJA                                 ;4641;PR;PR             ;2024;07;2025;06;23.83;40,8 kg                                                     ;PORTARIA MAPA Nº 669, DE 1º DE;https://www.in.gov.br/web/dou/-/portaria-mapa-n-669-de-1-de-abril-de-2024-551526105
LARANJA                                 ;4641;RJ;RJ             ;2014;05;2015;03;11.45;40,8 kg                                                     ;PORTARIA Nº 201, DE 1º DE JULH;NI
LARANJA                                 ;4641;RJ;RJ             ;2015;07;2016;06;11.45;40,8 kg                                                     ;PORTARIA Nº 201, DE 1º DE JULH;NI
LARANJA                                 ;4641;RJ;RJ             ;2016;07;2017;06;12.28;40,8 kg                                                     ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
LARANJA                                 ;4641;RJ;RJ             ;2017;07;2018;06;12.28;40,8 kg                                                     ;PORTARIA Nº 826, DE 7 DE ABRIL;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_826.pdf
LARANJA                                 ;4641;RJ;RJ             ;2018;07;2019;06;13.2;40,8 kg                                                     ;PORTARIA Nº 438, DE 28 DE MARÇ;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_438.pdf
LARANJA                                 ;4641;RJ;RJ             ;2019;07;2020;06;15.95;40,8 kg                                                     ;PORTARIA Nº 31, DE 11 DE MARÇO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_31.pdf
LARANJA                                 ;4641;RJ;RJ             ;2020;07;2021;06;15.53;40,8 kg                                                     ;PORTARIA Nº 42, DE 6 DE FEVERE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_42.pdf
LARANJA                                 ;4641;RJ;RJ             ;2021;07;2022;06;17.76;40,8 kg                                                     ;PORTARIA MAPA Nº 47, DE 4 DE M;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_47.pdf
LARANJA                                 ;4641;RJ;RJ             ;2022;07;2023;06;24.23;40,8 kg                                                     ;PORTARIA MAPA Nº 419, DE 30 DE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_419.pdf
LARANJA                                 ;4641;RJ;RJ             ;2023;07;2024;06;22.72;40,8 kg                                                     ;PORTARIA MDA Nº 4, DE 3 DE ABR;https://www.in.gov.br/web/dou/-/portaria-mda-n-4-de-3-de-abril-de-2023-474880140
LARANJA                                 ;4641;RJ;RJ             ;2024;07;2025;06;23.83;40,8 kg                                                     ;PORTARIA MAPA Nº 669, DE 1º DE;https://www.in.gov.br/web/dou/-/portaria-mapa-n-669-de-1-de-abril-de-2024-551526105
LARANJA                                 ;4641;RN;RN             ;2014;05;2015;03;11.45;40,8 kg                                                     ;PORTARIA Nº 201, DE 1º DE JULH;NI
LARANJA                                 ;4641;RN;RN             ;2015;07;2016;06;11.45;40,8 kg                                                     ;PORTARIA Nº 201, DE 1º DE JULH;NI
LARANJA                                 ;4641;RN;RN             ;2016;07;2017;06;12.28;40,8 kg                                                     ;PORTARIA Nº 123, DE 5 DE JULHO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2016_PRT_123.pdf
LARANJA                                 ;4641;RN;RN             ;2017;07;2018;06;12.28;40,8 kg                                                     ;PORTARIA Nº 826, DE 7 DE ABRIL;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2017_PRT_826.pdf
LARANJA                                 ;4641;RN;RN             ;2018;07;2019;06;13.2;40,8 kg                                                     ;PORTARIA Nº 438, DE 28 DE MARÇ;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2018_PRT_438.pdf
LARANJA                                 ;4641;RN;RN             ;2019;07;2020;06;15.95;40,8 kg                                                     ;PORTARIA Nº 31, DE 11 DE MARÇO;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2019_PRT_31.pdf
LARANJA                                 ;4641;RN;RN             ;2020;07;2021;06;15.53;40,8 kg                                                     ;PORTARIA Nº 42, DE 6 DE FEVERE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2020_PRT_42.pdf
LARANJA                                 ;4641;RN;RN             ;2021;07;2022;06;17.76;40,8 kg                                                     ;PORTARIA MAPA Nº 47, DE 4 DE M;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2021_PRT_47.pdf
LARANJA                                 ;4641;RN;RN             ;2022;07;2023;06;24.23;40,8 kg                                                     ;PORTARIA MAPA Nº 419, DE 30 DE;http://biblioteca.conab.gov.br/phl82/pdf/legislacao/2022_PRT_419.pdf
LARANJA                                 ;4641;RN;RN             ;2023;07;2024;06;22.72;40,8 kg                                                     ;PORTARIA MDA Nº 4, DE 3 DE ABR;https://www.in.gov.br/web/dou/-/portaria-mda-n-4-de-3-de-abril-de-2023-474880140
LARANJA                                 ;4641;RN;RN             ;2024;07;2025;06;23.83;40,8 kg                                                     ;PORTARIA MAPA Nº 669, DE 1º DE;https://www.in.gov.br/web/dou/-/portaria-mapa-n-669-de-1-de-abril-de-2024-551526105
LARANJA                                 ;4641;RO;RO             ;2014;05;2015;03;11.45;40,8 kg                                                     ;PORTARIA Nº 201, DE 1º DE JULH;NI
LARANJA                                 ;4641;RO;RO             ;2015;07;2016;06;11.45;40,8 kg                                                     ;PORTARIA Nº 201, DE 1º DE JULH;NI
